,attack,defense,magic,difficulty,Fighter,Mage,Assassin,Marksman,Tank,Support,hp,hpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed
4ukf1nB5S0P6p9AbUpfDMembAQS6TWVTt73qnFME6pBrdJK26udYySjdAaKIDlli1g4dRjG84cEDKw,3.5913198373519117,3.704340081324044,8.0,5.591319837351912,0.0,0.7043400813240441,1.0,0.0,0.0,0.0,600.0,121.11302024397213,341.4782995933798,27.226040487944264,5.052170040662022,33.47829959337978,2.402170040662022,160.2170040662022,9.0,0.9,0.0,0.0,61.29565991867596,3.088697975602787,3.411302024397213,0.6390868016264809
DSzsrCH3B3xM4Wl7E14NjPxwXHnx9uRetPleDQaauRDxU1Ur5d_Whe6wxSF47YY9B3jBhvzf2xUn6w,7.403841764110096,1.9999999999999998,5.999999999999999,6.865386078629967,0.0,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,607.4037656753518,102.67306960685015,325.67306960685016,23.999999999999996,4.7,30.0,1.3,550.0,3.966346519657492,0.6365386078629968,0.0,0.0,59.86538607862997,2.972112970260553,2.1634651965749194,0.625
LpZPk0GwsjwypO-DlR-Hm7naahXnNAwTJ9BOnb1jDG_v68jIzc604JCJW6BpYoNHo-xi4_Jmxi9FOQ,6.537305283249505,2.0,3.6865264162475224,8.388084150251487,0.0,0.5373052832495046,0.0,1.0,0.0,0.0,600.0,102.0,325.0,24.92538943350099,4.468652641624752,30.0,1.3,550.0,3.6529789624371283,0.6037305283249506,0.0,0.0,57.686526416247524,2.541787377462277,2.3149221132998017,0.6319404207512574
wC1Bn02IMDorCcRu7ziEGK3FMHLQNPylRMNAouGm6EyI51n8rQDqbP4F6UQh7oyxcuijUmx2HzaCQQ,5.860316142010214,3.643386023668369,5.783069881658155,8.713227952663262,0.6433860236683691,0.35661397633163094,0.6433860236683691,0.0,0.0,0.0,623.5661397633163,104.64338602366837,338.93756240236223,27.650790355025535,4.635661397633163,32.0,1.7825395177512766,308.7302411243616,6.786772047336738,0.6608465059170923,0.0,0.0,57.503702165678575,2.356613976331631,2.786772047336738,0.6328455074792959
KTcccsSNDS0MMuIghWyr-2SAXc7uS8qMjsFO89xuBfGzAgGBXqzODOoJSDxJd-Xi10v2xJkfKc2oew,6.376421213322427,3.247157573355147,6.0,7.0,0.0,0.0,0.0,0.6882106066612134,0.3117893933387867,1.0,551.8252575337151,98.66547119350238,330.0,27.494315146710296,2.7528424266448535,30.0,1.3779473483346967,553.231590999182,4.591262876685754,0.55,0.0,0.0,51.87073636003272,0.6859366653453308,2.4676840900081802,0.625
YO19jVNxVh_FX0V25EvAIr0sYQFHZdjU_KyS4m2_d9ht68sCrUJu-W8U8_QXqEthFJN5gxsOZ0UbUw,6.554866733460517,5.109733466921034,5.329200400763101,4.445133266539483,1.0,0.0,1.0,0.0,0.0,0.0,635.5486673346052,109.0,345.0,32.33539979961845,4.433539979961845,32.0,2.05,172.25666332697415,6.722566633269741,0.7832300100190774,0.0,0.0,58.33539979961845,3.2225666332697416,2.2225666332697416,0.6396893977958029
9SDwoavIAhrVxbhFpb_5RO0Ay34Co6Z6Wnzo72nqnEoua0aRr8RdZmE14xomkQ6mHUGPeyL2C0wzKw,5.748978939806402,4.502042120387197,6.0,7.0,0.0,0.37448946990320064,0.0,0.37448946990320064,0.6255105300967994,0.6255105300967994,600.0,113.25918954174239,328.127552650484,29.629594770871194,1.7601005085450432,30.0,1.4563776325242,487.4489469903201,5.876531590290398,0.5874489469903201,0.0,0.0,57.4979578796128,2.4059692084467605,3.125510530096799,0.625
t7bIt7dHGPnEDUKtcJsdlMC6TXtZpjrYuUUuqUizF4s3saLn9nGlZeWH1MwbSk3nmb41bun1i7nPuA,6.346241935144901,3.1731209675724505,3.1731209675724505,6.346241935144901,0.7932802418931126,0.0,1.0,0.2067197581068874,0.0,0.0,622.0671975810689,105.41343951621377,341.8992036283967,31.55296169325179,4.620671975810689,31.586560483786226,1.8949601814198342,242.18392138473843,6.724800907099173,0.7293280241893112,0.0,0.0,58.3462419351449,2.2067197581068876,3.6033598790534436,0.6276873568553896
p-QWclTGG0W-B6E_OIlkUDQQtRRGpfovRyOlLAQS3N_tz_QrCib197LlZ7CouRclmldX07AQWHmZ5w,7.791497833147545,5.41700433370491,3.2085021668524547,6.104251083426227,0.0,0.8957489165737724,0.0,0.8957489165737724,0.10425108342622758,0.10425108342622758,644.6912987541803,103.87651950167209,334.4787445828689,27.293523835377005,4.252125541713114,30.208502166852455,1.3781883125696706,483.29956662950894,4.021255417131138,0.5812753250278683,0.0,0.0,59.31275325027868,2.7198887459401617,1.833881602113524,0.6420192294149016
4PSpzzzzOn1nYdFfv3-JhxnubNd4TYka1hU_R-wgZvFJWdoF9CX94VjNphhJ4dOVfX8c6MHzrjuhGw,8.0,7.91556484911624,6.91556484911624,8.8944560613953,1.0,0.0,0.0,0.0,0.9788912122790601,0.0,625.5277196930234,119.87334727367437,330.31663181581405,36.042217575441875,5.191556484911624,30.04221757544188,2.0989445606139534,150.5277196930235,9.36279287981389,0.98944560613953,0.0,0.0,63.91556484911624,3.53166318158141,2.5,0.6872189748543251
-V-jE92bF3mNY-2AMdHYVazNLsn4hD3fjea7BnIZiuzgeskZGjPw3C0xooi3MNFGAEwCnPsLo-YvXg,2.214495153060226,3.6963762117349432,9.392752423469886,8.392752423469886,0.0,0.6963762117349434,0.9999999999999999,0.0,0.0,0.0,598.6072475765301,113.42899030612044,341.51811894132527,22.303623788265053,4.699999999999999,32.12536651785539,1.5277178411987922,403.55048469397735,7.955435682397584,0.6562683258927697,0.0,0.0,57.12536651785539,2.533986167091562,2.6080802200252977,0.6479804149872531
FKVz--CJUmc1Z9by59T-5I7LgbG72PNSVPL50fE8RoBDeAHRsba0CJkvYTuFwDynq5SxLR2oow7vFg,7.58601926638982,3.758057799169458,4.241942200830542,6.413980733610181,0.0,1.0,0.0,1.0,0.0,0.0,623.4407706555928,102.0,330.8601926638982,24.58601926638982,4.406990366805091,30.0,1.3000000000000003,535.3495183402545,3.7069903668050905,0.5913980733610182,0.0,0.0,59.41398073361019,2.662097110041527,2.0897865135271267,0.6361343660614066
Ib1yVs1fAFx9qu5RTCD9FkWmx13fZ0MYjjcYu-k5ILyo00SIxnJd3ZCUJiSvfatjHC7nvDUFxt0hJQ,2.234188315240973,3.3512824728614596,3.3512824728614596,3.3512824728614596,0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,630.1076948371689,101.76581168475904,320.5854707881025,35.02692370929219,4.663055601226659,30.234188315240978,1.939636769702561,175.00000000000003,8.058547078810244,0.6824358763569272,0.0,0.0,58.35128247286147,3.167564123643073,1.441452921189757,0.6702423133836298
V0n8TMoJbwMTb9USbhfj-hWO0yCnXx7v_qOo_XVi1QzM0mj5xJYHNRbQvoGYfnML3LRdnTEj3R-hAg,3.5991360088239674,5.267242660784023,6.267242660784023,3.700431995588017,0.0,1.0,0.0,0.4331893348039946,0.0,0.0,617.0043199558802,105.56681066519602,335.6681066519601,23.59913600882397,4.656681066519601,30.000000000000004,1.3000000000000003,560.8297333700999,5.767242660784023,0.5783405332598004,0.0,0.0,58.433189334804,3.3433189334803997,2.933189334803995,0.6580000000000001
yQAsVcG6zoN_EUVg_z2PDTYlIb8q8SZ4C3CsV2wE6koR7Vl0GO30FjG4N72JQNiJkZQ59UxvZVZZeQ,7.176083945165922,2.528251835497765,5.471748164502234,6.823916054834077,0.0,1.0,0.0,1.0,0.0,0.0,607.0433578066368,102.0,326.7608394516592,24.17608394516592,4.611958027417039,30.0,1.3,545.597901370852,3.911958027417039,0.6323916054834079,0.0,0.0,59.82391605483408,2.7235874082251117,2.3767412383838544,0.6283455949581525
wfjHsdOF_963uLgsvWqVRJIzBusPbelL0CZZEWTfgk5CkbTPKr2ws140Wy0HV924KJIvVVDF2IyI4Q,5.563635626866191,2.2181821865669047,6.654546559700714,8.56363562686619,0.0,1.0,0.0,0.7818178134330953,0.0,0.21818218656690475,599.8545384552289,108.43636437313383,328.9090890671655,20.781817813433094,4.317272672014965,29.12727125373238,1.3,525.0,5.827273279850358,0.5890908906716548,0.0,0.0,50.25454250746476,2.5218182186566906,2.7181821865669047,0.632200012156708
DGQoq4LsQw0fzNE1AIN279ejzCK3YA3_Bb0s1QJRkS5jTQzaeI7-ICZpYRdzzk-JM1dgOcZegKIbBg,8.0,2.667058706474263,2.2223529021580877,4.444705804316175,0.22235290215808767,0.0,0.22235290215808767,0.7776470978419123,0.0,0.0,606.1176451079044,104.88941160863234,329.44705804316175,30.556470315106615,4.744470580431618,30.444705804316175,1.4667646766185656,416.6176616907171,7.111176451079044,0.5833529353237131,0.0,0.0,65.88941160863236,3.3500588059711394,3.388823548920956,0.6307811754561103
xoMSvHFOn0rrraXldgtP-btZ7oly7CjaeXwh0xBIbTVM2b34H2DsJ2HZGZzImc_8WknYuoBu-Dxo7w,7.745698057366364,1.7456980573663639,6.881452913950453,7.135754856584089,0.0,0.627150971316818,0.372849028683182,0.372849028683182,0.0,0.627150971316818,602.3709417209909,106.39005679921772,328.1357548565841,24.355641258148637,4.439005679921772,29.254301942633635,1.3,550.0,4.940726456975227,0.5313575485658409,0.0,0.0,56.23709417209909,3.001720777053454,2.127150971316818,0.6773231330247718
vc2NZdLQHLukt4Q3qbpH0vqN1SKb94bvO1Cqx5-jcmoeTo7RGXFBxLo89dlxb4_GSbLIRFEVkul8Qw,8.000000000000002,5.000000000000001,3.0000000000000004,5.923994044177362,0.9746646813924538,0.0,0.9746646813924538,0.025335318607546373,0.0,0.0,644.4932936278491,107.94932936278492,344.8733234069623,35.92399404417737,4.892399404417737,32.00000000000001,2.0500000000000003,132.60059558226394,7.512667659303774,0.7000000000000001,0.0,0.0,68.97466468139247,3.7076005955822646,3.0000000000000004,0.646540983925072
Ms94LfeHLenHYuhUgwvpLxW6SPerR-Iuw8eu-gPGf8Ywd77zpGYWQfiygM-19co8kRIHq4stfEfW6A,2.947779259357053,3.4390758025832286,0.982593086452351,2.947779259357053,0.4912965432261755,0.0,0.0,0.0,1.0,0.5087034567738246,610.0,104.0,329.73889629678524,33.9303723458094,4.496518617290471,29.9651861729047,1.9228241358065439,150.43517283869124,7.7456482716130886,0.8254351728386913,0.0,0.0,57.45648271613088,3.4912965432261753,2.2456482716130877,0.6412127859264638
lEbYWkkhDukijunwrxl7B9e-a2qD9AvvfQXpjorhpZ3cljyq7nqB232Mt6dfKM-bT-CKuz7ejUgzmA,8.0,5.224417403520202,3.0,5.163373894719696,1.0,0.0,0.6122087017601012,0.3877912982398987,0.0,0.0,626.732522105606,102.87791298239898,338.0610435088005,29.958713122881313,5.0,31.2244174035202,1.759156526320076,125.0,7.530521754400253,0.7224417403520202,0.0,0.0,64.50987831584091,3.9745060842079543,2.6938956491199493,0.6494290781753586
9TaGfnKuLzf4baAZSBcZzmkwurTezsCn6S3irPp-SxO1ZJBXwhRL8DQRj49_lZhPQz1wLYFKhgUGqg,1.536469319714996,2.384117329928749,4.0,8.0,0.1920586649643745,0.0,1.0,0.0,0.0,0.0,595.7617599489313,120.3508853656769,336.9205866496438,31.384117329928753,4.680794133503563,32.0,2.0500000000000003,154.80146662410937,7.903970667517814,0.8711912002553439,0.0,0.0,64.84764801021376,2.8887354685391884,2.3688821309501247,0.6759003041072444
gaLKnn2Rs9HBRGXglkJ09FKyQ1PSVcTn6XfMIq2M3nC5X8aNYrCI4eWgpEPu69AvME7TOa34WI1vbw,6.194599414691514,2.8389198829383027,3.288640936493578,4.483240351185092,0.0,0.16108011706169723,0.0,0.8389198829383028,0.0,0.8389198829383028,611.6108011706169,102.44972105355528,326.610801170617,25.194599414691513,4.616108011706169,30.0,1.3,575.8379824407455,3.983240351185092,0.55,0.0,0.0,56.90595847819793,2.998324035118509,3.1334822571847294,0.652684356136964
