,attack,defense,magic,difficulty,Fighter,Mage,Assassin,Marksman,Tank,Support,hp,hpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed
AQy50tBfR4c4MWd_fZ8lclmJaarZ6xeLTLAUuQf4OSZ4bPj2d4nqfpPYyzztcFMUQKmkxo0mmR2g1A,3.0,4.0,8.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,593.6072527437125,110.49305493868239,333.6072527437124,23.885802194969948,4.8803626371856215,30.72145054874249,1.7509065929640546,414.7280221107836,4.844714283413084,0.7082175823113731,0.0,0.0,55.88580219496995,3.0,2.6689428566826168,0.6597033186894614
x1P3cAGGzEPZ89fgRoetYB8SFzNsqah6Tq2drA4NXabnFzOJKkyBUFUHdHN_n727MfryRkVXzcAQ3g,8.736350476999597,2.4394158716673386,1.0878831743334678,6.912116825666533,0.08788317433346776,0.0,0.9121168256665323,0.0,0.08788317433346776,0.0,650.1331403293275,99.43941587166734,345.0,32.527299046000806,4.700000000000001,29.263649523000403,2.05,125.00000000000001,7.087883174333468,0.6631824761500202,0.0,0.0,62.736350476999604,3.452729904600081,3.229693460533226,0.6516151822203343
g00m9M_Ak4ElCaxAC2IN1OTlmkuY3YTvHRAeTh2Gl3vzrFcVyFjRK3GYcUvRVXBsXJFwTQxM5YDBQg,7.511467837891774,3.534403513675323,4.465596486324677,6.488532162108226,0.0,1.0,0.0,1.0,0.0,0.0,620.458713515671,102.0,330.11467837891774,24.511467837891775,4.4442660810541135,30.0,1.3,537.2133040527057,3.744266081054113,0.5988532162108227,0.0,0.0,59.48853216210823,2.673279824316234,2.141972513475758,0.6347178889199437
qAfL7wuHJaByo2WXW5S5c1MZW_IDGS1IoVK4UUjEziSamdS9RtB6WZ4iXy8xtJUy_Vn2sg7VJjR0sQ,4.60582476805589,3.1009707946759817,8.293204437268127,7.495146026620091,0.10097079467598169,0.8990292053240183,1.0,0.0,0.0,0.0,666.749518676849,107.09126284791617,336.0097079467598,28.50485397337991,4.700000000000001,32.0,2.05,127.52426986689954,7.600970794675982,0.6848543807986026,0.0,0.0,58.80776635740785,3.2100970794675985,2.7864465655509516,0.6612310654296314
qcjvZNHlFXdxXmIahHYsEeWjLLhhAnVhYxiXetcRhn7XUocwIP8LvU1RtHAc_i0K5Z8B5pzIG0Xg_A,8.0,5.0,3.0000000000000004,6.000000000000001,0.0,0.30576534352222745,0.6942346564777726,1.0,0.0,0.0,633.0576534352223,106.16540793886664,335.0,25.694234656477775,4.547117328238887,30.0,1.3000000000000003,507.64413358805575,3.326441335880557,0.55,0.0,0.0,57.61153068704445,2.8776938625911095,2.841351984716659,0.6537192851906889
Yiy4lRf0zF-cQPTt9O9LygHyERsazOCXDCx_8T8Tzg2VPt8BqdPTbdc2C4YCEiki2cMfwcN4ZVYbqQ,8.0,4.355022329205495,3.644977670794505,8.57991068317802,0.6449776707945052,0.35502232920549476,0.6449776707945052,0.35502232920549476,0.0,0.0,607.7511164602747,107.15982136635604,341.44977670794503,29.514843695561535,4.457991068317802,31.289955341589007,1.7837332530958787,299.2578152219231,5.434933012383516,0.7757421847780768,0.0,0.0,59.6449776707945,2.857991068317802,2.8964620403506585,0.6781838165521088
Cuc9c95Zc1SicAAzFmpd-iLWfVFU4cgenWp7n6R_K31FXp804VfMPRIqeEnBfpU81dzmc-Pi2QkwUg,8.865868881966996,3.2682622360660085,1.2682622360660083,6.865868881966995,0.13413111803300415,0.0,1.0,0.0,0.0,0.0,656.2562954655709,108.865868881967,336.34131118033,30.804786708198023,4.726826223606601,38.061082173768966,2.05,125.0,8.365868881966996,0.7432934440983499,0.0,0.0,68.13413111803301,3.1804786708198023,2.9134131118033,0.6284874090688581
cT9xTfL5zWqg-bclQLzWFZ9AuiRaKTKqjJ1GRedBmZoOwuNoVCfp4j9Sr6z-BlpZfCpmTPEgkLz2rg,8.0,5.0,3.0,5.308725788961997,0.7695752629873321,0.0,0.7695752629873321,0.23042473701266783,0.0,0.0,640.3915052597466,107.53915052597466,343.8478763149367,35.30872578896199,4.8308725788962,32.0,2.05,194.12742110380034,7.6152123685063335,0.7,0.0,0.0,68.76957526298733,3.7691274211038004,3.0,0.6104452462857703
WEgNIwaeStPrac_xy207NiKmqi487OIzw0rFglPWdBwSyjkZm0VBVHPWBtbGxOXENJnEgK02Wk5zfw,8.0,7.768309173035306,6.768309173035306,8.884154586517653,1.0,0.0,0.0,0.057922706741173335,0.9420772932588266,0.0,622.972705264059,119.36285022584708,330.28961353370585,35.18908210562357,5.188415458651765,30.0,2.053661834607061,148.55193233147068,9.297270526405892,0.9768309173035306,0.0,0.0,63.71038646629413,3.5434420300558798,2.5289613533705864,0.6862623187977648
MwQIa7J2CBkmhPiFsja7hsYvCXjDNzfNek5Y10owHpRH17-j3Dcp3tVIOE6Fxb_ndr177s6RFnx-cQ,3.1346281094452513,5.221143242128957,7.288457296851583,5.711542703148417,0.0,1.0,0.0,0.3557713515742086,0.0,0.0,619.3268594527738,104.57691459370315,334.6634297263869,22.067314054722623,4.7,30.0,1.3,550.0,6.25480026949027,0.6177885675787105,0.0,0.0,58.71154270314842,3.104325756634185,2.5,0.6462595453980511
tEdgHFqrsTI4rIohBbdnnyhdVKHuL9xO24Fa-EDwprsYrdhjy0SatbzIpAUZPEfAaKn7SniCDeZYUw,8.158936591419595,3.140177234763401,1.9812406433438066,6.719645530473199,0.0,0.14017723476340094,1.0,0.0,0.0,0.0,649.8697203837228,110.8223040519242,335.70088617381697,29.8598227652366,4.770088617381701,38.01875935665619,2.1200886173817004,132.00886173817005,8.5700886173817,0.7710265852145102,0.0,0.0,67.01875935665619,3.0859822765236604,2.98410634085804,0.627803544695268
Jsa9kyYXHx5xfh17ZoWYfI2EBeCv2Uqz73kVkFE5_9k28WzQjrgqi1MiYwX7pgRuT8OO7n0j8cFpoA,8.0,4.380623946667617,3.6193760533323824,7.238752106664765,0.6193760533323825,0.0,0.6193760533323825,0.38062394666761745,0.0,0.0,612.3875210666477,106.90311973333809,339.29064079998574,29.57438447999144,4.447750421332953,31.238752106664766,1.764532039999287,298.7027826669757,5.882348226662626,0.7309688026666191,0.0,0.0,58.477504213329524,2.0,2.9290640799985734,0.6375605902400314
xnehKORupDLroCQNu8bZOYydsBdlEY5ZxbbNkHEUZBahCDUAwXy6HvtD2Bi-wlv7xNwoaPqbbDpJKQ,2.8976861717928997,4.8976861717929,7.102313828207101,5.44884308589645,0.0,0.0,0.0,0.0,0.4488430858964498,1.0,626.1583510922723,99.44884308589646,330.5115691410355,34.03958777306805,4.9224421542948225,32.0,2.05,243.89461426294378,6.570950800637575,0.5224421542948225,0.0,0.0,61.55115691410355,3.41023138282071,2.1023138282071003,0.666867859098648
0fERjuJ7XHppgWyOVlC0_3Avz62kQ816Zucij70mpQVkE_nVPHjYYjA6C624TbirgbTW4jvZMPk-pw,6.840750322765559,6.261125484148339,5.840750322765559,8.420375161382779,1.0,0.0,0.0,0.0,1.0,0.0,575.7318887175363,96.23538161669396,332.8981241930861,33.681500645531116,4.33056274207417,30.0,1.6363001291062238,164.4906209654305,6.601875806913898,1.1449062096543052,0.0,0.0,61.681500645531116,3.3261125484148337,4.528686935160271,0.6514836351671152
GoeQ3-3FVTznbxHgUOf1t_CK__I6XCiFNL2DhsMm8DFrldK4XZYXDMzKmNRm6Kj2_XqGX6WbrGzWTA,7.671467869684479,4.8357339348422395,2.83573393484224,5.83573393484224,1.0,0.0,1.0,0.0,0.0,0.0,642.5360090226336,108.16426606515775,345.0,35.67146786968448,4.850720180452672,32.0,2.05,137.31995488683202,7.417866967421119,0.7,0.0,0.0,67.52160541358016,3.667146786968448,2.91786696742112,0.6521498624561044
rNi4Kx-JXwVAZjQQia6rIAtkjKGH4VUA0CbzzzkT52T0kS0-4hAkP6Nef1UraBW4EZf5n7gp2gVCiw,7.755085997300964,4.2652579919028915,3.7347420080971085,6.244914002699036,0.0,1.0,0.0,1.0,0.0,0.0,630.2034398920385,102.0,332.5508599730096,24.75508599730096,4.322457001349518,30.0,1.3,531.1228500674758,3.622457001349518,0.5744914002699036,0.0,0.0,59.24491400269903,2.636737100404855,1.9714398018893253,0.6393466339487184
4ukf1nB5S0P6p9AbUpfDMembAQS6TWVTt73qnFME6pBrdJK26udYySjdAaKIDlli1g4dRjG84cEDKw,3.59131983735191,3.704340081324045,8.0,5.591319837351909,0.0,0.7043400813240451,1.0,0.0,0.0,0.0,600.0,121.11302024397213,341.4782995933798,27.226040487944275,5.0521700406620225,33.478299593379774,2.402170040662022,160.21700406620226,9.0,0.9,0.0,0.0,61.29565991867595,3.0886979756027864,3.411302024397213,0.6390868016264809
DSzsrCH3B3xM4Wl7E14NjPxwXHnx9uRetPleDQaauRDxU1Ur5d_Whe6wxSF47YY9B3jBhvzf2xUn6w,7.403841764110092,2.0,6.0,6.865386078629968,0.0,1.0,0.0,1.0,0.0,0.0,607.4037656753517,102.67306960685015,325.67306960685016,24.0,4.7,30.0,1.2999999999999998,550.0,3.966346519657492,0.6365386078629969,0.0,0.0,59.86538607862997,2.972112970260551,2.163465196574922,0.625
LpZPk0GwsjwypO-DlR-Hm7naahXnNAwTJ9BOnb1jDG_v68jIzc604JCJW6BpYoNHo-xi4_Jmxi9FOQ,6.537305283249504,2.0,3.686526416247518,8.388084150251489,0.0,0.5373052832495037,0.0,1.0,0.0,0.0,600.0,102.0,325.0,24.925389433500992,4.468652641624752,30.0,1.3,550.0,3.652978962437128,0.6037305283249503,0.0,0.0,57.68652641624752,2.541787377462277,2.3149221132998017,0.6319404207512574
wC1Bn02IMDorCcRu7ziEGK3FMHLQNPylRMNAouGm6EyI51n8rQDqbP4F6UQh7oyxcuijUmx2HzaCQQ,5.860316142010213,3.6433860236683686,5.7830698816581565,8.713227952663264,0.6433860236683687,0.3566139763316313,0.6433860236683687,0.0,0.0,0.0,623.5661397633163,104.64338602366837,338.93756240236223,27.65079035502553,4.635661397633163,32.0,1.7825395177512764,308.7302411243617,6.786772047336738,0.6608465059170923,0.0,0.0,57.50370216567858,2.356613976331631,2.7867720473367372,0.6328455074792959
KTcccsSNDS0MMuIghWyr-2SAXc7uS8qMjsFO89xuBfGzAgGBXqzODOoJSDxJd-Xi10v2xJkfKc2oew,6.376421213322429,3.2471575733551443,6.0,7.0,0.0,0.0,0.0,0.6882106066612139,0.3117893933387861,1.0,551.8252575337151,98.66547119350236,330.0,27.494315146710292,2.7528424266448557,30.0,1.3779473483346965,553.2315909991821,4.591262876685752,0.55,0.0,0.0,51.87073636003272,0.6859366653453294,2.467684090008179,0.625
YO19jVNxVh_FX0V25EvAIr0sYQFHZdjU_KyS4m2_d9ht68sCrUJu-W8U8_QXqEthFJN5gxsOZ0UbUw,6.554866733460516,5.109733466921033,5.3292004007631,4.445133266539483,1.0,0.0,1.0,0.0,0.0,0.0,635.5486673346052,109.0,345.0,32.33539979961844,4.433539979961845,32.0,2.05,172.25666332697415,6.722566633269741,0.7832300100190774,0.0,0.0,58.33539979961844,3.222566633269741,2.2225666332697416,0.6396893977958029
9SDwoavIAhrVxbhFpb_5RO0Ay34Co6Z6Wnzo72nqnEoua0aRr8RdZmE14xomkQ6mHUGPeyL2C0wzKw,5.748978939806402,4.502042120387196,6.0,7.0,0.0,0.37448946990320114,0.0,0.37448946990320114,0.6255105300967988,0.6255105300967988,600.0,113.25918954174237,328.12755265048395,29.62959477087119,1.7601005085450454,30.0,1.4563776325241997,487.4489469903201,5.876531590290396,0.5874489469903201,0.0,0.0,57.4979578796128,2.4059692084467605,3.1255105300967987,0.625
t7bIt7dHGPnEDUKtcJsdlMC6TXtZpjrYuUUuqUizF4s3saLn9nGlZeWH1MwbSk3nmb41bun1i7nPuA,6.346241935144886,3.173120967572443,3.173120967572443,6.346241935144886,0.7932802418931107,0.0,1.0,0.2067197581068893,0.0,0.0,622.067197581069,105.41343951621378,341.89920362839666,31.552961693251778,4.620671975810689,31.586560483786222,1.8949601814198331,242.18392138473905,6.724800907099166,0.7293280241893112,0.0,0.0,58.34624193514489,2.2067197581068894,3.6033598790534445,0.6276873568553896
p-QWclTGG0W-B6E_OIlkUDQQtRRGpfovRyOlLAQS3N_tz_QrCib197LlZ7CouRclmldX07AQWHmZ5w,7.791497833147541,5.417004333704919,3.2085021668524596,6.10425108342623,0.0,0.8957489165737703,0.0,0.8957489165737703,0.10425108342622974,0.10425108342622974,644.6912987541804,103.87651950167213,334.47874458286884,27.29352383537706,4.252125541713116,30.208502166852462,1.3781883125696723,483.29956662950815,4.021255417131149,0.5812753250278689,0.0,0.0,59.312753250278696,2.7198887459401644,1.833881602113525,0.6420192294149016
4PSpzzzzOn1nYdFfv3-JhxnubNd4TYka1hU_R-wgZvFJWdoF9CX94VjNphhJ4dOVfX8c6MHzrjuhGw,8.0,7.915564849116241,6.915564849116242,8.894456061395301,1.0,0.0,0.0,0.0,0.9788912122790604,0.0,625.5277196930234,119.87334727367436,330.31663181581405,36.042217575441875,5.191556484911625,30.042217575441878,2.098944560613953,150.5277196930235,9.362792879813894,0.9894456061395301,0.0,0.0,63.915564849116244,3.5316631815814095,2.5,0.6872189748543251
-V-jE92bF3mNY-2AMdHYVazNLsn4hD3fjea7BnIZiuzgeskZGjPw3C0xooi3MNFGAEwCnPsLo-YvXg,2.214495153060224,3.696376211734944,9.392752423469888,8.392752423469888,0.0,0.696376211734944,1.0,0.0,0.0,0.0,598.6072475765302,113.42899030612045,341.51811894132527,22.303623788265057,4.7,32.1253665178554,1.527717841198792,403.55048469397764,7.955435682397584,0.6562683258927696,0.0,0.0,57.12536651785539,2.5339861670915615,2.6080802200252977,0.6479804149872532
FKVz--CJUmc1Z9by59T-5I7LgbG72PNSVPL50fE8RoBDeAHRsba0CJkvYTuFwDynq5SxLR2oow7vFg,7.586019266389819,3.758057799169457,4.241942200830543,6.413980733610181,0.0,1.0,0.0,1.0,0.0,0.0,623.4407706555928,102.0,330.86019266389815,24.58601926638982,4.406990366805091,30.0,1.3,535.3495183402545,3.7069903668050905,0.5913980733610181,0.0,0.0,59.41398073361018,2.662097110041527,2.0897865135271267,0.6361343660614065
Ib1yVs1fAFx9qu5RTCD9FkWmx13fZ0MYjjcYu-k5ILyo00SIxnJd3ZCUJiSvfatjHC7nvDUFxt0hJQ,2.234188315240974,3.3512824728614605,3.3512824728614605,3.3512824728614605,0.0,0.0,0.0,0.0,1.0,1.0,630.1076948371688,101.76581168475903,320.5854707881025,35.02692370929219,4.663055601226659,30.234188315240978,1.939636769702561,175.0,8.058547078810243,0.682435876356927,0.0,0.0,58.35128247286147,3.167564123643073,1.4414529211897567,0.6702423133836297
V0n8TMoJbwMTb9USbhfj-hWO0yCnXx7v_qOo_XVi1QzM0mj5xJYHNRbQvoGYfnML3LRdnTEj3R-hAg,3.599136008823968,5.267242660784021,6.267242660784021,3.7004319955880156,0.0,1.0,0.0,0.4331893348039947,0.0,0.0,617.0043199558802,105.56681066519602,335.66810665196004,23.59913600882397,4.6566810665196,30.0,1.3,560.8297333700998,5.767242660784021,0.5783405332598003,0.0,0.0,58.433189334804,3.3433189334803997,2.933189334803995,0.658
yQAsVcG6zoN_EUVg_z2PDTYlIb8q8SZ4C3CsV2wE6koR7Vl0GO30FjG4N72JQNiJkZQ59UxvZVZZeQ,7.17608394516592,2.528251835497761,5.471748164502239,6.82391605483408,0.0,1.0,0.0,1.0,0.0,0.0,607.0433578066368,102.0,326.76083945165925,24.17608394516592,4.61195802741704,30.0,1.3,545.597901370852,3.91195802741704,0.632391605483408,0.0,0.0,59.823916054834086,2.723587408225112,2.376741238383856,0.6283455949581526
wfjHsdOF_963uLgsvWqVRJIzBusPbelL0CZZEWTfgk5CkbTPKr2ws140Wy0HV924KJIvVVDF2IyI4Q,5.56363562686619,2.2181821865669047,6.654546559700715,8.56363562686619,0.0,1.0,0.0,0.781817813433095,0.0,0.218182186566905,599.8545384552287,108.43636437313381,328.90908906716544,20.781817813433097,4.317272672014964,29.127271253732378,1.2999999999999998,525.0,5.827273279850358,0.5890908906716548,0.0,0.0,50.25454250746476,2.5218182186566906,2.7181821865669047,0.6322000121567078
DGQoq4LsQw0fzNE1AIN279ejzCK3YA3_Bb0s1QJRkS5jTQzaeI7-ICZpYRdzzk-JM1dgOcZegKIbBg,8.0,2.667058706474264,2.222352902158088,4.444705804316176,0.22235290215808792,0.0,0.22235290215808792,0.7776470978419121,0.0,0.0,606.1176451079044,104.88941160863234,329.44705804316175,30.556470315106615,4.744470580431618,30.444705804316175,1.466764676618566,416.61766169071706,7.111176451079044,0.5833529353237132,0.0,0.0,65.88941160863236,3.3500588059711394,3.388823548920956,0.6307811754561103
xoMSvHFOn0rrraXldgtP-btZ7oly7CjaeXwh0xBIbTVM2b34H2DsJ2HZGZzImc_8WknYuoBu-Dxo7w,7.745698057366363,1.7456980573663636,6.881452913950454,7.135754856584091,0.0,0.6271509713168181,0.3728490286831819,0.3728490286831819,0.0,0.6271509713168181,602.3709417209909,106.39005679921772,328.1357548565841,24.355641258148637,4.439005679921773,29.25430194263364,1.3,550.0,4.940726456975227,0.5313575485658409,0.0,0.0,56.23709417209909,3.001720777053454,2.127150971316818,0.6773231330247718
vc2NZdLQHLukt4Q3qbpH0vqN1SKb94bvO1Cqx5-jcmoeTo7RGXFBxLo89dlxb4_GSbLIRFEVkul8Qw,8.0,5.0,3.0,5.923994044177361,0.9746646813924537,0.0,0.9746646813924537,0.025335318607546384,0.0,0.0,644.4932936278492,107.94932936278491,344.8733234069623,35.92399404417736,4.892399404417736,32.0,2.05,132.6005955822639,7.512667659303773,0.7,0.0,0.0,68.97466468139245,3.707600595582264,3.0,0.6465409839250719
Ms94LfeHLenHYuhUgwvpLxW6SPerR-Iuw8eu-gPGf8Ywd77zpGYWQfiygM-19co8kRIHq4stfEfW6A,2.947779259357051,3.439075802583226,0.9825930864523503,2.947779259357051,0.49129654322617516,0.0,0.0,0.0,1.0,0.5087034567738249,610.0,104.0,329.73889629678524,33.9303723458094,4.49651861729047,29.9651861729047,1.9228241358065439,150.43517283869124,7.7456482716130886,0.8254351728386913,0.0,0.0,57.45648271613088,3.4912965432261753,2.2456482716130877,0.6412127859264638
lEbYWkkhDukijunwrxl7B9e-a2qD9AvvfQXpjorhpZ3cljyq7nqB232Mt6dfKM-bT-CKuz7ejUgzmA,8.0,5.224417403520207,3.0,5.163373894719689,1.0,0.0,0.6122087017601037,0.3877912982398964,0.0,0.0,626.7325221056062,102.87791298239897,338.06104350880054,29.95871312288135,5.0,31.224417403520206,1.7591565263200777,125.0,7.53052175440026,0.7224417403520208,0.0,0.0,64.50987831584094,3.9745060842079534,2.6938956491199484,0.6494290781753587
9TaGfnKuLzf4baAZSBcZzmkwurTezsCn6S3irPp-SxO1ZJBXwhRL8DQRj49_lZhPQz1wLYFKhgUGqg,1.5364693197149972,2.3841173299287495,4.0,8.0,0.19205866496437465,0.0,1.0,0.0,0.0,0.0,595.7617599489313,120.35088536567689,336.9205866496438,31.38411732992875,4.6807941335035625,32.0,2.05,154.80146662410937,7.903970667517813,0.8711912002553438,0.0,0.0,64.84764801021376,2.8887354685391884,2.3688821309501247,0.6759003041072444
gaLKnn2Rs9HBRGXglkJ09FKyQ1PSVcTn6XfMIq2M3nC5X8aNYrCI4eWgpEPu69AvME7TOa34WI1vbw,6.194599414691514,2.8389198829383027,3.288640936493578,4.483240351185092,0.0,0.1610801170616972,0.0,0.8389198829383028,0.0,0.8389198829383028,611.6108011706169,102.44972105355527,326.6108011706169,25.194599414691513,4.616108011706169,30.0,1.3,575.8379824407455,3.9832403511850916,0.55,0.0,0.0,56.90595847819793,2.998324035118509,3.1334822571847294,0.652684356136964
_oqfVyoHyppQUbQyY8UzTMfTKZWmbRxqXpK0SSepOjN8LKOwHbcrCL6XkI32SE8qB1KzPP3BRie47w,7.323756401839784,2.9712692055193526,5.028730794480646,6.676243598160215,0.0,1.0,0.0,1.0,0.0,0.0,612.9502560735914,102.0,328.23756401839785,24.32375640183978,4.538121799080107,30.0,1.3,541.9060899540054,3.838121799080108,0.6176243598160216,0.0,0.0,59.67624359816021,2.7014365397240323,2.273370518712151,0.6311513716349559
