,attack,defense,magic,difficulty,Fighter,Mage,Assassin,Marksman,Tank,Support,hp,hpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,cluster
yAYQdDNg84zFyEUmmdbhIgpZRjiEbr82sPmWgF1GxL-CBArFgUONYYzNn-JSo1Rox1QNXys6vugtxw,1.5849381259812678,3.7885942660801604,1.5496224360545652,1.5849381259812678,0.0,0.0,0.0,0.0,1.0,1.0,618.6959810067727,104.92524962041593,323.95588732010236,36.646284110223384,4.606392918218242,29.791177464020475,1.9119485915012797,152.61028169974404,7.94779436600512,0.8809359007058811,0.0,0.0,56.20777513982955,3.041247867607842,2.526758532228132,0.6289185474227449,0
kBYQhV8vFQLI_bjiiQ4fe7IULAnp9Q2NxEb1gCvzgI_x_3qZf8-eJZy_16TyTEB_dm6dyYfkETLw7Q,4.240483355926668,6.759516644073331,6.0,5.480966711853336,0.0,0.0,0.0,0.0,1.0,1.0,624.6842909323832,115.82265845759667,331.8987916101833,33.75951664407333,1.9747432745906626,30.75951664407333,1.7398791610183328,326.5785453380836,6.240483355926667,0.6259516644073332,0.0,0.0,59.03806657629332,2.617734154240332,2.9778323071995842,0.6914577063564165,0
op-f0sXILD5TyviT0mXmxtyqnt673pdFVI390npPgDnwxk_O6FRnBemPeDQy4zxvzcnkdGQ22plWfw,4.4108263873721825,2.2945868063139083,8.863057870875938,9.0,0.0,1.0,0.4315289354379695,0.0,0.0,0.5684710645620304,587.7675208378835,109.86305787087593,334.3152893543797,21.431528935437967,4.7,29.999999999999996,1.2999999999999998,539.2117766140507,6.363057870875938,0.55,0.0,0.0,54.43152893543797,2.8253181710182336,2.4352706596843046,0.6761910740659849,0
yhoXMJ3C-SKIJl3hdaAhrx_RWR7kGPHFXEFxp22RvqfQE8Z5GuXIAWsNesbbdr9tszdePEFrLTAdfQ,7.180273305631828,5.148737673500094,4.51494883078038,5.632150872148738,0.42197990495615,0.2732422314560576,0.2732422314560576,0.30477786358779246,0.42197990495615,0.0,620.9013665281591,106.81972669436817,340.7436883675005,32.304777863587795,5.0679798117951504,31.45351553708789,1.8860546611263653,346.8292469065683,7.031535632131735,0.6937747721022018,0.0,0.0,64.42361787552713,3.7367849127851267,2.849123338442258,0.6018245651937867,0
AQy50tBfR4c4MWd_fZ8lclmJaarZ6xeLTLAUuQf4OSZ4bPj2d4nqfpPYyzztcFMUQKmkxo0mmR2g1A,3.0,4.0,8.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,592.0294760131768,107.6530568237182,332.0294760131768,22.623580810541423,4.801473800658839,30.405895202635357,1.5536845016470973,473.8946495058709,3.8191594085649054,0.6608842803953033,0.0,0.0,54.62358081054142,3.0,2.463831881712981,0.6633322051696935,0
x1P3cAGGzEPZ89fgRoetYB8SFzNsqah6Tq2drA4NXabnFzOJKkyBUFUHdHN_n727MfryRkVXzcAQ3g,9.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,654.0,99.0,345.0,32.0,4.7,29.0,2.05,125.0,7.0,0.65,0.0,0.0,63.0,3.4,3.3,0.651,0
g00m9M_Ak4ElCaxAC2IN1OTlmkuY3YTvHRAeTh2Gl3vzrFcVyFjRK3GYcUvRVXBsXJFwTQxM5YDBQg,7.0,2.9999999999999996,3.3333333333333335,7.666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,613.3333333333333,102.0,328.3333333333333,25.0,4.366666666666667,30.0,1.3,541.6666666666666,3.583333333333333,0.5833333333333334,0.0,0.0,58.0,2.55,2.133333333333333,0.6363333333333333,0
qAfL7wuHJaByo2WXW5S5c1MZW_IDGS1IoVK4UUjEziSamdS9RtB6WZ4iXy8xtJUy_Vn2sg7VJjR0sQ,4.0,3.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,672.0,108.0,335.0,28.0,4.7,32.0,2.05,125.0,7.5,0.7,0.0,0.0,58.0,3.2,2.74,0.658,0
qcjvZNHlFXdxXmIahHYsEeWjLLhhAnVhYxiXetcRhn7XUocwIP8LvU1RtHAc_i0K5Z8B5pzIG0Xg_A,8.0,5.0,3.0,6.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,623.3333333333333,106.66666666666666,333.3333333333333,25.0,4.366666666666667,30.0,1.3,508.33333333333326,3.333333333333333,0.6,0.0,0.0,57.33333333333333,2.533333333333333,2.3666666666666663,0.6533333333333333,0
Yiy4lRf0zF-cQPTt9O9LygHyERsazOCXDCx_8T8Tzg2VPt8BqdPTbdc2C4YCEiki2cMfwcN4ZVYbqQ,8.478922117360678,4.81836343682639,2.9421755044932705,7.444929428735458,0.4210976218539495,0.33944131946571093,0.4210976218539495,0.5789023781460505,0.0,0.0,616.5505083204991,106.5660862682333,338.01367092513783,27.94768335297765,4.36843904874158,30.842195243707902,1.6158232163904622,377.61583235111766,4.7034276008917635,0.7452763793849503,0.0,0.0,59.660558680534294,2.9839540015538857,3.0187341803804277,0.6696706287797841,0
Cuc9c95Zc1SicAAzFmpd-iLWfVFU4cgenWp7n6R_K31FXp804VfMPRIqeEnBfpU81dzmc-Pi2QkwUg,9.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,658.0,109.0,335.0,30.0,4.7,39.0,2.05,125.0,8.5,0.75,0.0,0.0,68.0,3.1,2.9,0.625,0
cT9xTfL5zWqg-bclQLzWFZ9AuiRaKTKqjJ1GRedBmZoOwuNoVCfp4j9Sr6z-BlpZfCpmTPEgkLz2rg,8.0,5.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,645.0,108.0,345.0,36.0,4.9,32.0,2.05,125.0,7.5,0.7,0.0,0.0,69.0,3.7,3.0,0.651,0
WEgNIwaeStPrac_xy207NiKmqi487OIzw0rFglPWdBwSyjkZm0VBVHPWBtbGxOXENJnEgK02Wk5zfw,6.333333333333333,6.0,6.0,8.666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,623.3333333333333,111.33333333333333,336.66666666666663,31.333333333333332,4.966666666666667,29.333333333333332,1.65,133.33333333333331,7.499999999999999,0.7333333333333333,0.0,0.0,62.33333333333333,3.6499999999999995,2.45,0.6633333333333333,0
MwQIa7J2CBkmhPiFsja7hsYvCXjDNzfNek5Y10owHpRH17-j3Dcp3tVIOE6Fxb_ndr177s6RFnx-cQ,3.0,4.333333333333333,7.999999999999999,7.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,609.3333333333333,106.33333333333333,335.0,22.333333333333332,4.7,30.0,1.3,541.6666666666666,6.333333333333333,0.6,0.0,0.0,57.66666666666666,2.75,2.4499999999999997,0.647,0
tEdgHFqrsTI4rIohBbdnnyhdVKHuL9xO24Fa-EDwprsYrdhjy0SatbzIpAUZPEfAaKn7SniCDeZYUw,9.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,658.0,109.0,335.0,30.0,4.7,39.0,2.05,125.0,8.5,0.75,0.0,0.0,68.0,3.1,2.9,0.625,0
Jsa9kyYXHx5xfh17ZoWYfI2EBeCv2Uqz73kVkFE5_9k28WzQjrgqi1MiYwX7pgRuT8OO7n0j8cFpoA,8.0,4.666666666666666,3.333333333333333,6.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,620.0,105.66666666666666,336.66666666666663,27.333333333333332,4.333333333333333,30.666666666666664,1.55,400.0,4.75,0.6666666666666666,0.0,0.0,58.33333333333333,2.2,2.433333333333333,0.6423333333333333,0
xnehKORupDLroCQNu8bZOYydsBdlEY5ZxbbNkHEUZBahCDUAwXy6HvtD2Bi-wlv7xNwoaPqbbDpJKQ,2.859109685417897,4.859109685417897,7.140890314582102,5.429554842708948,0.0,0.0,0.0,0.0,0.42955484270894856,1.0,625.4639743375221,99.42955484270894,330.7044515729105,33.86599358438053,4.921477742135448,32.0,2.05,246.30564466138142,6.50344194948132,0.5214777421354474,0.0,0.0,61.57044515729105,3.41408903145821,2.1408903145821028,0.6654983938323353,0
0fERjuJ7XHppgWyOVlC0_3Avz62kQ816Zucij70mpQVkE_nVPHjYYjA6C624TbirgbTW4jvZMPk-pw,7.333333333333332,5.0,5.666666666666666,7.666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,580.0,99.66666666666666,331.66666666666663,31.33333333333333,4.533333333333333,30.0,1.5666666666666667,291.66666666666663,6.166666666666666,0.95,0.0,0.0,61.33333333333333,3.0,4.166666666666666,0.6503333333333333,0
GoeQ3-3FVTznbxHgUOf1t_CK__I6XCiFNL2DhsMm8DFrldK4XZYXDMzKmNRm6Kj2_XqGX6WbrGzWTA,7.668939094214672,4.746686844160224,2.746686844160224,5.219990626477555,1.0,0.0,0.8244345941057774,0.0,0.17556540589422273,0.0,641.2003026624034,110.18453262067624,345.8778270294712,35.31780828242623,4.701110269122111,32.0,2.0500000000000003,143.9984866879832,7.1977780161858895,0.6824434594105777,0.0,0.0,66.5446161915478,3.824902774726268,2.820673800311845,0.6603225045443301,0
rNi4Kx-JXwVAZjQQia6rIAtkjKGH4VUA0CbzzzkT52T0kS0-4hAkP6Nef1UraBW4EZf5n7gp2gVCiw,7.6993439979240526,4.171854047917194,3.70510919517441,6.349870704839306,0.0,0.975392648618321,0.0,1.0,0.0,0.0,628.9580539722293,102.00000000000001,332.23951349305736,24.77316605206909,4.325720649656295,30.0,1.3,531.9012162673567,3.619568811810875,0.575144129931259,0.0,0.0,59.15301189378588,2.6303339894823847,1.9833911149333163,0.6391241859075341,0
4ukf1nB5S0P6p9AbUpfDMembAQS6TWVTt73qnFME6pBrdJK26udYySjdAaKIDlli1g4dRjG84cEDKw,4.871421810914024,3.676656132511373,7.020212739250585,6.381528180539316,0.2449468151873537,0.4317093173240189,1.0,0.0,0.0,0.0,604.8989363037471,116.86587253934911,342.8414534133799,28.03972405581765,4.891359977143274,33.616719337443136,2.2658546586620094,158.83280662556865,8.63257977721897,0.8632579777218969,0.0,0.0,61.07839705230127,2.8520563450592347,3.402996839753412,0.6336341863464804,0
DSzsrCH3B3xM4Wl7E14NjPxwXHnx9uRetPleDQaauRDxU1Ur5d_Whe6wxSF47YY9B3jBhvzf2xUn6w,7.0,2.0,6.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,600.0,102.0,325.0,24.0,4.7,30.0,1.3,550.0,4.0,0.65,0.0,0.0,60.0,2.75,2.5,0.625,0
LpZPk0GwsjwypO-DlR-Hm7naahXnNAwTJ9BOnb1jDG_v68jIzc604JCJW6BpYoNHo-xi4_Jmxi9FOQ,6.57013256398011,2.0,3.8506628199005513,8.289602308059669,0.0,0.5701325639801103,0.0,1.0,0.0,0.0,600.0,102.0,325.0,24.85973487203978,4.485066281990055,30.0,1.2999999999999998,550.0,3.6775994229850824,0.6070132563980111,0.0,0.0,57.85066281990055,2.5565596537910498,2.3280530255920437,0.6314480115402983,0
wC1Bn02IMDorCcRu7ziEGK3FMHLQNPylRMNAouGm6EyI51n8rQDqbP4F6UQh7oyxcuijUmx2HzaCQQ,7.172129994842009,3.8620216658070015,4.689891670964992,8.275956668385996,0.8620216658070015,0.13797833419299851,0.8620216658070015,0.0,0.0,0.0,621.37978334193,104.86202166580699,342.65436831871904,30.930324987105024,4.6137978334193,32.0,1.946516249355251,226.74187532237443,7.224043331614003,0.7155054164517504,0.0,0.0,59.03415166064901,2.1379783341929985,3.224043331614003,0.6280355233522459,0
KTcccsSNDS0MMuIghWyr-2SAXc7uS8qMjsFO89xuBfGzAgGBXqzODOoJSDxJd-Xi10v2xJkfKc2oew,5.752141151267154,4.0967228322955584,6.0,6.8005025674149335,0.0,0.0,0.0,0.47581929192611033,0.5241807080738896,0.9999999999999999,575.8695314640853,101.25965329858924,329.0025128370747,30.390430260101517,2.890789459000521,30.39899486517013,1.5307938933110057,466.51109982802325,5.633878627136213,0.55,0.0,0.0,54.14257141136867,1.3726447336061305,2.287527480648168,0.6411592920393904,0
YO19jVNxVh_FX0V25EvAIr0sYQFHZdjU_KyS4m2_d9ht68sCrUJu-W8U8_QXqEthFJN5gxsOZ0UbUw,6.558398465833284,5.116796931666569,5.350390794999705,4.441601534166716,1.0,0.0,1.0,0.0,0.0,0.0,635.5839846583328,109.0,345.0,32.324804602500144,4.432480460250014,32.0,2.05,172.08007670833578,6.720800767083357,0.7837597698749925,0.0,0.0,58.32480460250015,3.220800767083358,2.220800767083358,0.6395728506275016,0
9SDwoavIAhrVxbhFpb_5RO0Ay34Co6Z6Wnzo72nqnEoua0aRr8RdZmE14xomkQ6mHUGPeyL2C0wzKw,6.376905318139118,4.3866033991894255,5.315751578719402,6.771917192906468,0.0,0.34632844842926025,0.22808280709353268,0.5744112555227929,0.425588744477207,0.425588744477207,609.3513950908348,109.20443178640265,329.40877179332136,28.74262992866899,2.5856914974103606,29.999999999999996,1.4063971861193019,496.0369851976026,5.219745531658238,0.6074411255522792,0.0,0.0,58.29764502209117,2.550138611601566,3.108054990152033,0.6279650764922159,0
t7bIt7dHGPnEDUKtcJsdlMC6TXtZpjrYuUUuqUizF4s3saLn9nGlZeWH1MwbSk3nmb41bun1i7nPuA,3.068470851621084,1.534235425810542,1.534235425810542,3.068470851621084,0.3835588564526355,0.29693382563321485,0.7030661743667852,0.3195073179141497,0.0,0.0,614.2870584101452,105.3420808101951,337.2380519749556,27.794110518268806,4.5874106579464335,30.173250061638843,1.5876691423394766,390.19006293455425,6.004913732188724,0.6735091943636029,0.0,0.0,55.662338502887515,2.542207687139061,2.9174190948740377,0.6422186834607455,0
p-QWclTGG0W-B6E_OIlkUDQQtRRGpfovRyOlLAQS3N_tz_QrCib197LlZ7CouRclmldX07AQWHmZ5w,6.333333333333332,6.666666666666666,4.666666666666666,6.666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,641.6666666666666,114.0,331.66666666666663,35.0,2.966666666666667,30.666666666666664,1.6333333333333333,366.66666666666663,6.333333333333332,0.65,0.0,0.0,58.99999999999999,2.85,2.4749999999999996,0.6313333333333333,0
4PSpzzzzOn1nYdFfv3-JhxnubNd4TYka1hU_R-wgZvFJWdoF9CX94VjNphhJ4dOVfX8c6MHzrjuhGw,8.0,8.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,625.0,120.0,330.0,36.0,5.2,30.0,2.1,150.0,9.5,1.0,0.0,0.0,64.0,3.5,2.5,0.688,0
-V-jE92bF3mNY-2AMdHYVazNLsn4hD3fjea7BnIZiuzgeskZGjPw3C0xooi3MNFGAEwCnPsLo-YvXg,3.333333333333333,3.333333333333333,9.0,7.666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,594.3333333333333,113.33333333333331,336.66666666666663,21.666666666666664,4.533333333333333,31.0,1.55,391.66666666666663,7.833333333333333,0.6666666666666667,0.0,0.0,53.666666666666664,2.7,3.0166666666666666,0.647,0
FKVz--CJUmc1Z9by59T-5I7LgbG72PNSVPL50fE8RoBDeAHRsba0CJkvYTuFwDynq5SxLR2oow7vFg,7.706246873889869,4.118740621669607,3.8812593783303924,6.293753126110131,0.0,1.0,0.0,1.0,0.0,0.0,628.2498749555947,102.0,332.06246873889864,24.706246873889867,4.346876563055066,30.0,1.2999999999999998,532.3438281527533,3.6468765630550655,0.579375312611013,0.0,0.0,59.29375312611013,2.6440629689165194,2.0056271882770917,0.6384186906039075,0
Ib1yVs1fAFx9qu5RTCD9FkWmx13fZ0MYjjcYu-k5ILyo00SIxnJd3ZCUJiSvfatjHC7nvDUFxt0hJQ,2.1792118559454896,3.347068854698479,3.6600731378194578,3.4253199254787234,0.0,0.0,0.0,0.0,0.9217489292197552,0.9999999999999999,628.2043874294649,101.58603493171377,321.62179570156735,34.55109685736625,4.675640971055708,30.335713997505977,1.9459821248441236,184.78138384753058,7.8100497516456375,0.6709088966480393,0.0,0.0,58.58182206703921,3.190828763968997,1.5725736421839946,0.6667423824240987,0
V0n8TMoJbwMTb9USbhfj-hWO0yCnXx7v_qOo_XVi1QzM0mj5xJYHNRbQvoGYfnML3LRdnTEj3R-hAg,4.666666666666666,6.333333333333333,5.666666666666666,4.666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,638.3333333333333,110.33333333333333,333.3333333333333,31.666666666666664,4.666666666666666,30.666666666666664,1.5499999999999998,416.6666666666667,6.5,0.6666666666666666,0.0,0.0,59.666666666666664,3.4833333333333334,2.708333333333333,0.647,0
yQAsVcG6zoN_EUVg_z2PDTYlIb8q8SZ4C3CsV2wE6koR7Vl0GO30FjG4N72JQNiJkZQ59UxvZVZZeQ,7.386749523765411,3.017108879546905,4.982891120453095,7.1858092432319,0.14313969174932797,0.856860308250672,0.14313969174932797,0.856860308250672,0.0,0.0,608.31299636315,103.14511753399462,330.29889215514737,25.388727366010706,4.5638811148170255,30.286279383498655,1.407354768811996,490.23236979359996,4.236044313365278,0.6614239397357238,0.0,0.0,59.756390167983916,2.7492434481349197,2.47261280933807,0.6399346446142571,0
wfjHsdOF_963uLgsvWqVRJIzBusPbelL0CZZEWTfgk5CkbTPKr2ws140Wy0HV924KJIvVVDF2IyI4Q,4.977219630772663,2.7497120991447765,7.136967362955826,8.294982183480808,0.0,1.0,0.15888127635407204,0.5680504535633675,0.0,0.2730682700825605,605.4847164753024,110.29383058005992,329.42906503135754,20.409169177209296,4.253431312763691,28.90772691966976,1.3,465.41952136722296,5.989043043300876,0.5704584588604649,0.0,0.0,50.92762277381802,2.749740613903957,2.963725801707447,0.6363944720580357,0
DGQoq4LsQw0fzNE1AIN279ejzCK3YA3_Bb0s1QJRkS5jTQzaeI7-ICZpYRdzzk-JM1dgOcZegKIbBg,8.333333333333332,3.333333333333333,1.9999999999999998,5.666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,632.6666666666666,106.99999999999999,335.0,31.666666666666664,4.766666666666667,33.666666666666664,1.7999999999999998,249.99999999999997,7.666666666666666,0.6666666666666666,0.0,0.0,67.33333333333333,3.3499999999999996,3.133333333333333,0.6336666666666666,0
xoMSvHFOn0rrraXldgtP-btZ7oly7CjaeXwh0xBIbTVM2b34H2DsJ2HZGZzImc_8WknYuoBu-Dxo7w,5.666666666666666,3.666666666666666,7.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,590.0,105.0,328.3333333333333,23.0,4.466666666666667,29.333333333333332,1.3,541.6666666666666,5.333333333333333,0.5666666666666667,0.0,0.0,57.33333333333333,3.033333333333333,1.7866666666666666,0.6679999999999999,0
vc2NZdLQHLukt4Q3qbpH0vqN1SKb94bvO1Cqx5-jcmoeTo7RGXFBxLo89dlxb4_GSbLIRFEVkul8Qw,8.0,5.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,645.0,108.0,345.0,36.0,4.9,32.0,2.05,125.0,7.5,0.7,0.0,0.0,69.0,3.7,3.0,0.651,0
Ms94LfeHLenHYuhUgwvpLxW6SPerR-Iuw8eu-gPGf8Ywd77zpGYWQfiygM-19co8kRIHq4stfEfW6A,3.333333333333333,4.333333333333333,2.6666666666666665,4.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,622.0,102.66666666666666,328.3333333333333,35.666666666666664,4.65,30.666666666666664,1.9666666666666663,158.33333333333331,7.999999999999999,0.7333333333333334,0.0,0.0,58.66666666666666,3.4333333333333327,1.8333333333333333,0.6629999999999999,0
lEbYWkkhDukijunwrxl7B9e-a2qD9AvvfQXpjorhpZ3cljyq7nqB232Mt6dfKM-bT-CKuz7ejUgzmA,8.0,4.692547122841321,3.0,5.007580789487125,1.0,0.0,0.34627356142066107,0.3358602631623752,0.0,0.0,629.8483842102574,107.1265952628782,339.91002956127295,31.58741510514001,4.936426764916607,31.328279473675245,1.7981048026282185,140.89330877084817,5.912085377300762,0.6374680947424358,0.0,0.0,62.43432822820291,4.332576528923425,2.6679301315811874,0.650927106912192,0
9TaGfnKuLzf4baAZSBcZzmkwurTezsCn6S3irPp-SxO1ZJBXwhRL8DQRj49_lZhPQz1wLYFKhgUGqg,2.8951721303946183,2.723793032598654,4.0,8.238565792858935,0.3618965162993273,0.0,1.0,0.0,0.0,0.0,597.2784085960958,117.72038067246012,338.6189651629933,31.60451013616919,4.663810348370067,32.0,2.05,159.0474129074832,7.699768845420869,0.863607957019521,0.0,0.0,63.82862090220404,2.8211967285002073,2.6066551228190584,0.6737888880160638,0
gaLKnn2Rs9HBRGXglkJ09FKyQ1PSVcTn6XfMIq2M3nC5X8aNYrCI4eWgpEPu69AvME7TOa34WI1vbw,7.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,610.0,101.0,325.0,26.0,4.6,30.0,1.3,600.0,3.5,0.55,0.0,0.0,59.0,2.95,3.33,0.658,0
_oqfVyoHyppQUbQyY8UzTMfTKZWmbRxqXpK0SSepOjN8LKOwHbcrCL6XkI32SE8qB1KzPP3BRie47w,7.2330126057452,2.6990378172356033,5.300962182764397,6.766987394254798,0.0,1.0,0.0,1.0,0.0,0.0,609.320504229808,101.99999999999999,327.330126057452,24.2330126057452,4.583493697127399,30.0,1.2999999999999998,544.1746848563699,3.883493697127399,0.6266987394254799,0.0,0.0,59.7669873942548,2.7150481091382197,2.336891175978359,0.6294272395091588,0
oxvVRxZh380BC8Z_Q4ve5BQUX0upYYBs9q0d4WxQc-Xd3JUyOfwf4sS6BLktV1af9JhjNkW2j16uZA,7.999999999999999,5.0,4.333333333333333,5.666666666666666,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,638.3333333333333,104.33333333333333,346.66666666666663,33.33333333333333,4.533333333333333,32.0,2.05,133.33333333333331,7.666666666666666,0.5666666666666667,0.0,0.0,66.0,3.75,3.2666666666666666,0.6619999999999999,0
Wjhq82zDXdruXm8uPRDtINdibvNDijBkM9yE5b3MLVG4MprqPz0VfddpiGOXfZSHx1XIfghI7noVjA,5.134332232018935,6.641333874452415,5.388993411189844,7.476674356791221,0.0,0.23833717839561047,0.0,0.0,0.7616628216043895,1.0,638.8270152371047,115.94826796727462,330.0,38.45570892419924,2.9432321209264147,30.74533882082909,1.67675041060837,340.79930053505336,7.201498348028402,0.6618008231243635,0.0,0.0,57.28266774890483,2.9683073288590336,2.6300737930865847,0.6328651268870551,0
