,attack,defense,magic,difficulty,Fighter,Mage,Assassin,Marksman,Tank,Support,hp,hpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,cluster
kBYQhV8vFQLI_bjiiQ4fe7IULAnp9Q2NxEb1gCvzgI_x_3qZf8-eJZy_16TyTEB_dm6dyYfkETLw7Q,5.0,7.0,5.333333333333333,4.333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,638.3333333333334,111.0,335.0,33.0,3.466666666666667,31.333333333333332,1.883333333333333,241.66666666666666,7.0,0.6833333333333332,0.0,0.0,60.0,3.0,2.5416666666666665,0.6833333333333332,2
op-f0sXILD5TyviT0mXmxtyqnt673pdFVI390npPgDnwxk_O6FRnBemPeDQy4zxvzcnkdGQ22plWfw,3.3333333333333335,2.6666666666666665,9.0,8.666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,580.3333333333334,108.0,333.3333333333333,22.666666666666668,4.666666666666667,30.0,1.3,541.6666666666666,6.5,0.5666666666666668,0.0,0.0,54.333333333333336,2.8000000000000003,2.283333333333333,0.6686666666666666,0
yhoXMJ3C-SKIJl3hdaAhrx_RWR7kGPHFXEFxp22RvqfQE8Z5GuXIAWsNesbbdr9tszdePEFrLTAdfQ,7.0,5.0,4.666666666666667,5.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,620.0,107.0,340.0,32.333333333333336,5.016666666666667,31.333333333333332,1.8499999999999999,375.0,7.0,0.6833333333333332,0.0,0.0,64.0,3.733333333333333,2.9066666666666667,0.5943333333333333,1
AQy50tBfR4c4MWd_fZ8lclmJaarZ6xeLTLAUuQf4OSZ4bPj2d4nqfpPYyzztcFMUQKmkxo0mmR2g1A,5.333333333333333,3.3333333333333335,7.333333333333333,5.333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,615.0,111.0,333.3333333333333,24.666666666666668,4.866666666666667,30.666666666666668,1.7166666666666666,425.0,5.083333333333333,0.6833333333333332,0.0,0.0,57.666666666666664,3.466666666666667,1.9000000000000001,0.646,0
x1P3cAGGzEPZ89fgRoetYB8SFzNsqah6Tq2drA4NXabnFzOJKkyBUFUHdHN_n727MfryRkVXzcAQ3g,7.333333333333333,5.0,3.6666666666666665,5.666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,634.6666666666666,104.0,345.0,33.666666666666664,4.566666666666666,31.0,2.05,133.33333333333334,7.166666666666667,0.7666666666666667,0.0,0.0,60.0,3.466666666666667,2.6,0.6446666666666667,1
g00m9M_Ak4ElCaxAC2IN1OTlmkuY3YTvHRAeTh2Gl3vzrFcVyFjRK3GYcUvRVXBsXJFwTQxM5YDBQg,7.0,3.0,3.3333333333333335,7.666666666666667,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,613.3333333333334,102.0,328.3333333333333,25.0,4.366666666666667,30.0,1.3,541.6666666666666,3.5833333333333335,0.5833333333333334,0.0,0.0,58.0,2.55,2.1333333333333333,0.6363333333333334,3
qAfL7wuHJaByo2WXW5S5c1MZW_IDGS1IoVK4UUjEziSamdS9RtB6WZ4iXy8xtJUy_Vn2sg7VJjR0sQ,7.0,3.0,5.666666666666667,6.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,607.3333333333334,98.66666666666667,336.6666666666667,28.666666666666668,4.466666666666667,31.333333333333332,1.7999999999999998,291.6666666666667,6.5,0.6,0.0,0.0,58.0,2.1666666666666665,2.646666666666667,0.6576666666666666,0
qcjvZNHlFXdxXmIahHYsEeWjLLhhAnVhYxiXetcRhn7XUocwIP8LvU1RtHAc_i0K5Z8B5pzIG0Xg_A,8.0,5.0,3.0,6.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,623.3333333333334,106.66666666666667,333.3333333333333,25.0,4.366666666666667,30.0,1.3,508.3333333333333,3.3333333333333335,0.6,0.0,0.0,57.333333333333336,2.533333333333333,2.3666666666666667,0.6533333333333333,3
Yiy4lRf0zF-cQPTt9O9LygHyERsazOCXDCx_8T8Tzg2VPt8BqdPTbdc2C4YCEiki2cMfwcN4ZVYbqQ,8.666666666666666,5.0,2.6666666666666665,7.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,620.0,106.33333333333333,336.6666666666667,27.333333333333332,4.333333333333333,30.666666666666668,1.5499999999999998,408.3333333333333,4.416666666666667,0.7333333333333334,0.0,0.0,59.666666666666664,3.033333333333333,3.0666666666666664,0.6663333333333333,3
Cuc9c95Zc1SicAAzFmpd-iLWfVFU4cgenWp7n6R_K31FXp804VfMPRIqeEnBfpU81dzmc-Pi2QkwUg,6.0,5.0,4.0,6.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,644.3333333333334,108.66666666666667,338.3333333333333,31.333333333333332,4.866666666666667,33.666666666666664,1.7999999999999998,258.3333333333333,7.166666666666667,0.6666666666666666,0.0,0.0,62.666666666666664,3.366666666666667,2.733333333333333,0.6336666666666667,1
cT9xTfL5zWqg-bclQLzWFZ9AuiRaKTKqjJ1GRedBmZoOwuNoVCfp4j9Sr6z-BlpZfCpmTPEgkLz2rg,8.0,5.0,3.0,5.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,637.0,104.66666666666667,340.0,32.333333333333336,4.566666666666666,31.333333333333332,1.7999999999999998,350.0,6.416666666666667,0.6833333333333332,0.0,0.0,65.66666666666667,3.533333333333333,3.1,0.588,1
WEgNIwaeStPrac_xy207NiKmqi487OIzw0rFglPWdBwSyjkZm0VBVHPWBtbGxOXENJnEgK02Wk5zfw,6.333333333333333,6.0,6.0,8.666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,623.3333333333334,111.33333333333333,336.6666666666667,31.333333333333332,4.966666666666666,29.333333333333332,1.6500000000000001,133.33333333333334,7.5,0.7333333333333334,0.0,0.0,62.333333333333336,3.65,2.4499999999999997,0.6633333333333334,1
MwQIa7J2CBkmhPiFsja7hsYvCXjDNzfNek5Y10owHpRH17-j3Dcp3tVIOE6Fxb_ndr177s6RFnx-cQ,3.0,4.333333333333333,8.0,7.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,609.3333333333334,106.33333333333333,335.0,22.333333333333332,4.7,30.0,1.3,541.6666666666666,6.333333333333333,0.6,0.0,0.0,57.666666666666664,2.75,2.4499999999999997,0.6469999999999999,0
tEdgHFqrsTI4rIohBbdnnyhdVKHuL9xO24Fa-EDwprsYrdhjy0SatbzIpAUZPEfAaKn7SniCDeZYUw,4.333333333333333,3.6666666666666665,6.333333333333333,7.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,618.6666666666666,114.0,338.3333333333333,27.0,4.866666666666667,33.666666666666664,1.9666666666666666,275.0,8.333333333333334,0.7333333333333334,0.0,0.0,61.333333333333336,2.766666666666667,2.9166666666666665,0.6426666666666666,0
Jsa9kyYXHx5xfh17ZoWYfI2EBeCv2Uqz73kVkFE5_9k28WzQjrgqi1MiYwX7pgRuT8OO7n0j8cFpoA,8.0,4.666666666666667,3.3333333333333335,6.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,620.0,105.66666666666667,336.6666666666667,27.333333333333332,4.333333333333333,30.666666666666668,1.5499999999999998,400.0,4.75,0.6666666666666666,0.0,0.0,58.333333333333336,2.1999999999999997,2.433333333333333,0.6423333333333333,3
xnehKORupDLroCQNu8bZOYydsBdlEY5ZxbbNkHEUZBahCDUAwXy6HvtD2Bi-wlv7xNwoaPqbbDpJKQ,2.0,3.3333333333333335,4.666666666666667,3.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,622.0,101.0,325.0,33.0,4.716666666666668,30.666666666666668,1.9666666666666666,216.66666666666666,7.0,0.6333333333333333,0.0,0.0,59.333333333333336,3.266666666666667,2.0,0.6553333333333333,2
0fERjuJ7XHppgWyOVlC0_3Avz62kQ816Zucij70mpQVkE_nVPHjYYjA6C624TbirgbTW4jvZMPk-pw,7.333333333333333,5.0,5.666666666666667,7.666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,580.0,99.66666666666667,331.6666666666667,31.333333333333332,4.533333333333334,30.0,1.5666666666666667,291.6666666666667,6.166666666666667,0.9500000000000001,0.0,0.0,61.333333333333336,3.0,4.166666666666667,0.6503333333333333,1
GoeQ3-3FVTznbxHgUOf1t_CK__I6XCiFNL2DhsMm8DFrldK4XZYXDMzKmNRm6Kj2_XqGX6WbrGzWTA,7.666666666666667,4.666666666666667,2.6666666666666665,4.666666666666667,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,640.0,112.0,346.6666666666667,35.0,4.566666666666666,32.0,2.05,150.0,7.0,0.6666666666666666,0.0,0.0,65.66666666666667,3.966666666666667,2.733333333333333,0.6676666666666667,1
rNi4Kx-JXwVAZjQQia6rIAtkjKGH4VUA0CbzzzkT52T0kS0-4hAkP6Nef1UraBW4EZf5n7gp2gVCiw,7.0,3.0,3.3333333333333335,7.666666666666667,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,613.3333333333334,102.0,328.3333333333333,25.0,4.366666666666667,30.0,1.3,541.6666666666666,3.5833333333333335,0.5833333333333334,0.0,0.0,58.0,2.55,2.1333333333333333,0.6363333333333334,3
4ukf1nB5S0P6p9AbUpfDMembAQS6TWVTt73qnFME6pBrdJK26udYySjdAaKIDlli1g4dRjG84cEDKw,5.333333333333333,3.6666666666666665,6.666666666666667,6.666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,606.6666666666666,115.33333333333333,343.3333333333333,28.333333333333332,4.833333333333333,33.666666666666664,2.2166666666666663,158.33333333333334,8.5,0.85,0.0,0.0,61.0,2.766666666666667,3.4,0.6316666666666667,1
DSzsrCH3B3xM4Wl7E14NjPxwXHnx9uRetPleDQaauRDxU1Ur5d_Whe6wxSF47YY9B3jBhvzf2xUn6w,8.333333333333334,3.0,5.0,6.333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,633.3333333333334,105.66666666666667,333.3333333333333,28.0,4.766666666666667,30.666666666666668,1.55,408.3333333333333,5.083333333333333,0.6333333333333334,0.0,0.0,62.666666666666664,3.616666666666667,1.8333333333333333,0.6336666666666667,3
LpZPk0GwsjwypO-DlR-Hm7naahXnNAwTJ9BOnb1jDG_v68jIzc604JCJW6BpYoNHo-xi4_Jmxi9FOQ,7.0,3.0,3.3333333333333335,7.666666666666667,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,613.3333333333334,102.0,328.3333333333333,25.0,4.366666666666667,30.0,1.3,541.6666666666666,3.5833333333333335,0.5833333333333334,0.0,0.0,58.0,2.5500000000000003,2.1333333333333333,0.6363333333333334,3
wC1Bn02IMDorCcRu7ziEGK3FMHLQNPylRMNAouGm6EyI51n8rQDqbP4F6UQh7oyxcuijUmx2HzaCQQ,4.333333333333333,3.6666666666666665,7.0,7.666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,616.6666666666666,110.33333333333333,337.6666666666667,26.666666666666668,4.833333333333333,32.0,1.9666666666666666,300.0,7.333333333333333,0.7166666666666667,0.0,0.0,58.0,2.6666666666666665,2.8333333333333335,0.639,0
KTcccsSNDS0MMuIghWyr-2SAXc7uS8qMjsFO89xuBfGzAgGBXqzODOoJSDxJd-Xi10v2xJkfKc2oew,5.333333333333333,4.666666666666667,6.0,6.666666666666667,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,592.0,103.0,328.3333333333333,32.333333333333336,2.983333333333333,30.666666666666668,1.6333333333333335,408.3333333333333,6.333333333333333,0.55,0.0,0.0,55.666666666666664,1.8333333333333333,2.1666666666666665,0.652,2
YO19jVNxVh_FX0V25EvAIr0sYQFHZdjU_KyS4m2_d9ht68sCrUJu-W8U8_QXqEthFJN5gxsOZ0UbUw,4.333333333333333,4.0,4.666666666666667,5.666666666666667,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,620.0,114.0,341.6666666666667,32.0,4.533333333333332,32.0,2.05,166.66666666666666,7.166666666666667,0.8166666666666665,0.0,0.0,61.0,3.1999999999999997,2.1999999999999997,0.6569999999999999,1
9SDwoavIAhrVxbhFpb_5RO0Ay34Co6Z6Wnzo72nqnEoua0aRr8RdZmE14xomkQ6mHUGPeyL2C0wzKw,6.666666666666667,4.333333333333333,5.0,6.666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,613.6666666666666,107.33333333333333,330.0,28.333333333333332,2.966666666666667,30.0,1.3833333333333335,500.0,4.916666666666667,0.6166666666666667,0.0,0.0,58.666666666666664,2.6166666666666667,3.1,0.6293333333333333,3
t7bIt7dHGPnEDUKtcJsdlMC6TXtZpjrYuUUuqUizF4s3saLn9nGlZeWH1MwbSk3nmb41bun1i7nPuA,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,613.3333333333334,105.33333333333333,336.6666666666667,27.333333333333332,4.583333333333333,30.0,1.5499999999999998,408.3333333333333,5.916666666666667,0.6666666666666666,0.0,0.0,55.333333333333336,2.5833333333333335,2.8333333333333335,0.644,0
p-QWclTGG0W-B6E_OIlkUDQQtRRGpfovRyOlLAQS3N_tz_QrCib197LlZ7CouRclmldX07AQWHmZ5w,6.333333333333333,6.666666666666667,4.666666666666667,6.666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,641.6666666666666,114.0,331.6666666666667,35.0,2.966666666666667,30.666666666666668,1.633333333333333,366.6666666666667,6.333333333333333,0.65,0.0,0.0,59.0,2.85,2.475,0.6313333333333334,2
4PSpzzzzOn1nYdFfv3-JhxnubNd4TYka1hU_R-wgZvFJWdoF9CX94VjNphhJ4dOVfX8c6MHzrjuhGw,7.666666666666667,5.666666666666667,5.666666666666667,6.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,646.6666666666666,111.33333333333333,341.6666666666667,36.666666666666664,4.733333333333333,31.333333333333332,2.066666666666667,150.0,7.0,0.6833333333333332,0.0,0.0,64.0,4.25,2.8000000000000003,0.6589999999999999,1
-V-jE92bF3mNY-2AMdHYVazNLsn4hD3fjea7BnIZiuzgeskZGjPw3C0xooi3MNFGAEwCnPsLo-YvXg,3.3333333333333335,3.3333333333333335,9.0,7.666666666666667,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,594.3333333333334,113.33333333333333,336.6666666666667,21.666666666666668,4.533333333333334,31.0,1.5499999999999998,391.6666666666667,7.833333333333333,0.6666666666666666,0.0,0.0,53.666666666666664,2.6999999999999997,3.016666666666667,0.6469999999999999,0
FKVz--CJUmc1Z9by59T-5I7LgbG72PNSVPL50fE8RoBDeAHRsba0CJkvYTuFwDynq5SxLR2oow7vFg,8.0,3.3333333333333335,3.3333333333333335,7.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,638.3333333333334,102.66666666666667,330.0,26.0,4.466666666666667,30.0,1.3,541.6666666666666,3.75,0.6333333333333334,0.0,0.0,60.333333333333336,2.983333333333333,2.3333333333333335,0.6493333333333334,3
Ib1yVs1fAFx9qu5RTCD9FkWmx13fZ0MYjjcYu-k5ILyo00SIxnJd3ZCUJiSvfatjHC7nvDUFxt0hJQ,2.0,3.3333333333333335,4.666666666666667,3.6666666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,622.0,101.0,325.0,33.0,4.716666666666667,30.666666666666668,1.9666666666666666,216.66666666666666,7.0,0.6333333333333333,0.0,0.0,59.333333333333336,3.266666666666667,2.0,0.6553333333333333,2
V0n8TMoJbwMTb9USbhfj-hWO0yCnXx7v_qOo_XVi1QzM0mj5xJYHNRbQvoGYfnML3LRdnTEj3R-hAg,4.666666666666667,6.333333333333333,5.666666666666667,4.666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,638.3333333333334,110.33333333333333,333.3333333333333,31.666666666666668,4.666666666666667,30.666666666666668,1.55,416.6666666666667,6.5,0.6666666666666666,0.0,0.0,59.666666666666664,3.483333333333333,2.7083333333333335,0.647,0
yQAsVcG6zoN_EUVg_z2PDTYlIb8q8SZ4C3CsV2wE6koR7Vl0GO30FjG4N72JQNiJkZQ59UxvZVZZeQ,7.666666666666667,3.6666666666666665,4.333333333333333,7.666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,610.0,104.66666666666667,335.0,27.0,4.5,30.666666666666668,1.55,416.6666666666667,4.666666666666667,0.7000000000000001,0.0,0.0,59.666666666666664,2.783333333333333,2.6,0.6553333333333334,3
wfjHsdOF_963uLgsvWqVRJIzBusPbelL0CZZEWTfgk5CkbTPKr2ws140Wy0HV924KJIvVVDF2IyI4Q,4.333333333333333,3.3333333333333335,7.666666666666667,8.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,611.6666666666666,112.33333333333333,330.0,20.0,4.183333333333334,28.666666666666668,1.3,400.0,6.166666666666667,0.5499999999999999,0.0,0.0,51.666666666666664,3.0,3.233333333333333,0.641,0
DGQoq4LsQw0fzNE1AIN279ejzCK3YA3_Bb0s1QJRkS5jTQzaeI7-ICZpYRdzzk-JM1dgOcZegKIbBg,8.333333333333334,3.3333333333333335,2.0,5.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,632.6666666666666,107.0,335.0,31.666666666666668,4.766666666666667,33.666666666666664,1.7999999999999998,250.0,7.666666666666667,0.6666666666666666,0.0,0.0,67.33333333333333,3.35,3.1333333333333333,0.6336666666666667,1
xoMSvHFOn0rrraXldgtP-btZ7oly7CjaeXwh0xBIbTVM2b34H2DsJ2HZGZzImc_8WknYuoBu-Dxo7w,5.666666666666667,3.6666666666666665,7.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,590.0,105.0,328.3333333333333,23.0,4.466666666666666,29.333333333333332,1.3,541.6666666666666,5.333333333333333,0.5666666666666668,0.0,0.0,57.333333333333336,3.033333333333333,1.7866666666666668,0.668,0
vc2NZdLQHLukt4Q3qbpH0vqN1SKb94bvO1Cqx5-jcmoeTo7RGXFBxLo89dlxb4_GSbLIRFEVkul8Qw,7.333333333333333,4.666666666666667,2.6666666666666665,4.666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,633.3333333333334,107.66666666666667,343.3333333333333,34.333333333333336,4.7,32.0,2.05,250.0,7.5,0.6999999999999998,0.0,0.0,65.66666666666667,3.733333333333333,2.8333333333333335,0.5946666666666666,1
Ms94LfeHLenHYuhUgwvpLxW6SPerR-Iuw8eu-gPGf8Ywd77zpGYWQfiygM-19co8kRIHq4stfEfW6A,3.3333333333333335,4.333333333333333,2.6666666666666665,4.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,622.0,102.66666666666667,328.3333333333333,35.666666666666664,4.6499999999999995,30.666666666666668,1.9666666666666666,158.33333333333334,8.0,0.7333333333333334,0.0,0.0,58.666666666666664,3.4333333333333336,1.8333333333333333,0.6629999999999999,2
lEbYWkkhDukijunwrxl7B9e-a2qD9AvvfQXpjorhpZ3cljyq7nqB232Mt6dfKM-bT-CKuz7ejUgzmA,8.0,4.666666666666667,3.0,5.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,630.0,107.33333333333333,340.0,31.666666666666668,4.933333333333334,31.333333333333332,1.7999999999999998,141.66666666666666,5.833333333333333,0.6333333333333333,0.0,0.0,62.333333333333336,4.3500000000000005,2.6666666666666665,0.651,1
9TaGfnKuLzf4baAZSBcZzmkwurTezsCn6S3irPp-SxO1ZJBXwhRL8DQRj49_lZhPQz1wLYFKhgUGqg,5.333333333333333,3.3333333333333335,4.0,8.666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,600.0,113.0,341.6666666666667,32.0,4.633333333333334,32.0,2.05,166.66666666666666,7.333333333333333,0.85,0.0,0.0,62.0,2.6999999999999997,3.033333333333333,0.6699999999999999,1
gaLKnn2Rs9HBRGXglkJ09FKyQ1PSVcTn6XfMIq2M3nC5X8aNYrCI4eWgpEPu69AvME7TOa34WI1vbw,5.0,3.0,4.666666666666667,5.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,620.0,106.66666666666667,335.0,27.0,4.633333333333334,30.666666666666668,1.55,416.6666666666667,5.666666666666667,0.6,0.0,0.0,55.0,3.233333333333333,2.6466666666666665,0.6469999999999999,0
_oqfVyoHyppQUbQyY8UzTMfTKZWmbRxqXpK0SSepOjN8LKOwHbcrCL6XkI32SE8qB1KzPP3BRie47w,7.666666666666667,4.0,4.0,6.333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,613.3333333333334,104.66666666666667,330.0,24.333333333333332,4.366666666666667,30.0,1.3,525.0,3.5833333333333335,0.6333333333333334,0.0,0.0,58.333333333333336,2.4499999999999997,2.1,0.6423333333333333,3
oxvVRxZh380BC8Z_Q4ve5BQUX0upYYBs9q0d4WxQc-Xd3JUyOfwf4sS6BLktV1af9JhjNkW2j16uZA,8.0,5.0,4.333333333333333,5.666666666666667,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,638.3333333333334,104.33333333333333,346.6666666666667,33.333333333333336,4.533333333333334,32.0,2.05,133.33333333333334,7.666666666666667,0.5666666666666668,0.0,0.0,66.0,3.75,3.266666666666667,0.6619999999999999,1
